"A","B","C","D"
"09100","09101","00630","K11529"
"09100","09101","00630","K15918"
"09100","09101","00630","K07248"
"09100","09101","00630","K00048"
"09100","09101","00630","K26209"
"09100","09101","00630","K26210"
"09100","09101","00630","K01636"
"09100","09101","00630","K03779"
"09100","09101","00630","K03780"
"09100","09101","00630","K07246"
"09100","09101","00630","K01625"
"09100","09101","00630","K18123"
"09100","09101","00630","K01616"
"09100","09101","00630","K01569"
"09100","09101","00630","K00122"
"09100","09101","00630","K00126"
"09100","09101","00630","K00123"
"09100","09101","00630","K22515"
"09100","09101","00630","K00124"
"09100","09101","00630","K00127"
"09100","09101","00630","K01432"
"09100","09101","00630","K14263"
"09100","09101","00630","K07130"
"09100","09101","00630","K01433"
"09100","09101","00630","K01455"
"09100","09101","00630","K25305"
"09100","09101","00630","K03418"
"09100","09101","00630","K01458"
"09100","09101","00630","K22133"
"09100","09101","00630","K01577"
"09100","09101","00630","K07749"
"09100","09101","00640","K01895"
"09100","09101","00640","K01908"
"09100","09101","00640","K01026"
"09100","09101","00640","K01905"
"09100","09101","00640","K22224"
"09100","09101","00640","K24012"
"09100","09101","00640","K00925"
"09100","09101","00640","K00932"
"09100","09101","00640","K19697"
"09100","09101","00640","K26355"
"09100","09101","00640","K00625"
"09100","09101","00640","K13788"
"09100","09101","00640","K15024"
"09100","09101","00640","K13923"
"09100","09101","00640","K00166"
"09100","09101","00640","K00167"
"09100","09101","00640","K11381"
"09100","09101","00640","K09699"
"09100","09101","00640","K00382"
"09100","09101","00640","K00169"
"09100","09101","00640","K00170"
"09100","09101","00640","K00172"
"09100","09101","00640","K00189"
"09100","09101","00640","K00171"
"09100","09101","00640","K00656"
"09100","09101","00640","K00248"
"09100","09101","00640","K00232"
"09100","09101","00640","K19745"
"09100","09101","00640","K20143"
"09100","09101","00640","K20626"
"09100","09101","00640","K20627"
"09100","09101","00640","K01692"
"09100","09101","00640","K01825"
"09100","09101","00640","K01782"
"09100","09101","00640","K07515"
"09100","09101","00640","K07514"
"09100","09101","00640","K07511"
"09100","09101","00640","K14729"
"09100","09101","00640","K05605"
"09100","09101","00640","K23146"
"09100","09101","00640","K28060"
"09100","09101","00640","K28061"
"09100","09101","00640","K11262"
"09100","09101","00640","K01946"
"09100","09101","00640","K01962"
"09100","09101","00640","K02160"
"09100","09101","00640","K01961"
"09100","09101","00640","K01963"
"09100","09101","00640","K11263"
"09100","09101","00640","K18472"
"09100","09101","00640","K19312"
"09100","09101","00640","K22568"
"09100","09101","00640","K01964"
"09100","09101","00640","K15036"
"09100","09101","00640","K15037"
"09100","09101","00640","K01578"
"09100","09101","00640","K03416"
"09100","09101","00640","K17489"
"09100","09101","00640","K17490"
"09100","09101","00640","K14468"
"09100","09101","00640","K00823"
"09100","09101","00640","K07250"
"09100","09101","00640","K13524"
"09100","09101","00640","K00822"
"09100","09101","00640","K25571"
"09100","09101","00640","K01965"
"09100","09101","00640","K01966"
"09100","09101","00640","K27094"
"09100","09101","00640","K27095"
"09100","09101","00640","K18426"
"09100","09101","00640","K11264"
"09100","09101","00640","K05606"
"09100","09101","00640","K01847"
"09100","09101","00640","K01849"
"09100","09101","00640","K01848"
"09100","09101","00640","K22214"
"09100","09101","00640","K01899"
"09100","09101","00640","K01900"
"09100","09101","00640","K01903"
"09100","09101","00640","K01902"
"09100","09101","00640","K00140"
"09100","09101","00640","K01659"
"09100","09101","00640","K27797"
"09100","09101","00640","K01720"
"09100","09101","00640","K20455"
"09100","09101","00640","K09788"
"09100","09101","00640","K27802"
"09100","09101","00640","K01682"
"09100","09101","00640","K03417"
"09100","09101","00640","K01637"
"09100","09101","00640","K00016"
"09100","09101","00640","K01734"
"09100","09101","00640","K08325"
"09100","09101","00640","K18471"
"09100","09101","00640","K00005"
"09100","09101","00640","K17741"
"09100","09101","00640","K23257"
"09100","09101","00640","K00048"
"09100","09101","00640","K01699"
"09100","09101","00640","K13919"
"09100","09101","00640","K13920"
"09100","09101","00640","K00086"
"09100","09101","00640","K13921"
"09100","09101","00640","K13922"
"09100","09101","00650","K00626"
"09100","09101","00650","K00074"
"09100","09101","00650","K00022"
"09100","09101","00650","K07516"
"09100","09101","00650","K01825"
"09100","09101","00650","K01782"
"09100","09101","00650","K01692"
"09100","09101","00650","K01715"
"09100","09101","00650","K07515"
"09100","09101","00650","K07514"
"09100","09101","00650","K07511"
"09100","09101","00650","K00248"
"09100","09101","00650","K00209"
"09100","09101","00650","K17829"
"09100","09101","00650","K01034"
"09100","09101","00650","K01035"
"09100","09101","00650","K19709"
"09100","09101","00650","K23756"
"09100","09101","00650","K01896"
"09100","09101","00650","K01913"
"09100","09101","00650","K00929"
"09100","09101","00650","K00634"
"09100","09101","00650","K00132"
"09100","09101","00650","K04072"
"09100","09101","00650","K04073"
"09100","09101","00650","K18366"
"09100","09101","00650","K00100"
"09100","09101","00650","K21317"
"09100","09101","00650","K21318"
"09100","09101","00650","K21319"
"09100","09101","00650","K21320"
"09100","09101","00650","K21321"
"09100","09101","00650","K21322"
"09100","09101","00650","K17865"
"09100","09101","00650","K03821"
"09100","09101","00650","K22881"
"09100","09101","00650","K05973"
"09100","09101","00650","K00023"
"09100","09101","00650","K01615"
"09100","09101","00650","K20509"
"09100","09101","00650","K23351"
"09100","09101","00650","K23352"
"09100","09101","00650","K01039"
"09100","09101","00650","K01040"
"09100","09101","00650","K00109"
"09100","09101","00650","K07246"
"09100","09101","00650","K01799"
"09100","09101","00650","K00239"
"09100","09101","00650","K00240"
"09100","09101","00650","K00241"
"09100","09101","00650","K00242"
"09100","09101","00650","K18859"
"09100","09101","00650","K18860"
"09100","09101","00650","K00244"
"09100","09101","00650","K00245"
"09100","09101","00650","K00246"
"09100","09101","00650","K00247"
"09100","09101","00650","K00233"
"09100","09101","00650","K25995"
"09100","09101","00650","K25996"
"09100","09101","00650","K26318"
"09100","09101","00650","K01580"
"09100","09101","00650","K00823"
"09100","09101","00650","K14268"
"09100","09101","00650","K07250"
"09100","09101","00650","K13524"
"09100","09101","00650","K16871"
"09100","09101","00650","K00135"
"09100","09101","00650","K00139"
"09100","09101","00650","K17761"
"09100","09101","00650","K08324"
"09100","09101","00650","K18118"
"09100","09101","00650","K18119"
"09100","09101","00650","K18120"
"09100","09101","00650","K00043"
"09100","09101","00650","K08318"
"09100","09101","00650","K18121"
"09100","09101","00650","K18122"
"09100","09101","00650","K14534"
"09100","09101","00650","K00656"
"09100","09101","00650","K00169"
"09100","09101","00650","K00170"
"09100","09101","00650","K00172"
"09100","09101","00650","K00189"
"09100","09101","00650","K00171"
"09100","09101","00650","K03737"
"09100","09101","00650","K00174"
"09100","09101","00650","K00175"
"09100","09101","00650","K01641"
"09100","09101","00650","K01640"
"09100","09101","00650","K01027"
"09100","09101","00650","K01028"
"09100","09101","00650","K01029"
"09100","09101","00650","K01907"
"09100","09101","00650","K00019"
"09100","09101","00650","K07518"
"09100","09101","00650","K01574"
"09100","09101","00650","K18223"
"09100","09101","00650","K18224"
"09100","09101","00650","K18226"
"09100","09101","00650","K18225"
"09100","09101","00650","K23259"
"09100","09101","00650","K18382"
"09100","09101","00650","K18369"
"09100","09101","00650","K18370"
"09100","09101","00650","K18371"
"09100","09101","00650","K18372"
"09100","09101","00650","K01652"
"09100","09101","00650","K01653"
"09100","09101","00650","K11258"
"09100","09101","00650","K01575"
"09100","09101","00650","K00004"
"09100","09101","00650","K03366"
"09100","09101","00650","K18009"
"09100","09101","00660","K01652"
"09100","09101","00660","K01653"
"09100","09101","00660","K11258"
"09100","09101","00660","K01575"
"09100","09101","00660","K17724"
"09100","09101","00660","K22002"
"09100","09101","00660","K22003"
"09100","09101","00660","K22004"
"09100","09101","00660","K22005"
"09100","09101","00660","K18288"
"09100","09101","00660","K18289"
"09100","09101","00660","K01903"
"09100","09101","00660","K01902"
"09100","09101","00660","K18290"
"09100","09101","00660","K18291"
"09100","09101","00660","K18292"
"09100","09101","00660","K14471"
"09100","09101","00660","K14472"
"09100","09101","00660","K04835"
"09100","09101","00660","K19268"
"09100","09101","00660","K01846"
"09100","09101","00660","K08691"
"09100","09101","00660","K19281"
"09100","09101","00660","K14449"
"09100","09101","00660","K10218"
"09100","09101","00660","K09011"
"09100","09101","00660","K01703"
"09100","09101","00660","K01704"
"09100","09101","00660","K00052"
"09100","09101","00562","K00914"
"09100","09101","00562","K01108"
"09100","09101","00562","K18081"
"09100","09101","00562","K18082"
"09100","09101","00562","K18083"
"09100","09101","00562","K18086"
"09100","09101","00562","K21302"
"09100","09101","00562","K00888"
"09100","09101","00562","K19801"
"09100","09101","00562","K13711"
"09100","09101","00562","K21797"
"09100","09101","00562","K21798"
"09100","09101","00562","K00889"
"09100","09101","00562","K13712"
"09100","09101","00562","K01099"
"09100","09101","00562","K20278"
"09100","09101","00562","K20279"
"09100","09101","00562","K05858"
"09100","09101","00562","K05857"
"09100","09101","00562","K05860"
"09100","09101","00562","K01116"
"09100","09101","00562","K05859"
"09100","09101","00562","K05861"
"09100","09101","00562","K19006"
"09100","09101","00562","K00911"
"09100","09101","00562","K03103"
"09100","09101","00562","K01106"
"09100","09101","00562","K24222"
"09100","09101","00562","K24221"
"09100","09101","00562","K01107"
"09100","09101","00562","K15422"
"09100","09101","00562","K01092"
"09100","09101","00562","K10047"
"09100","09101","00562","K18649"
"09100","09101","00562","K00913"
"09100","09101","00562","K01765"
"09100","09101","00562","K00915"
"09100","09101","00562","K10572"
"09100","09101","00562","K19786"
"09100","09101","00562","K01083"
"09100","09101","00562","K01093"
"09100","09101","00562","K01109"
"09100","09101","00562","K19517"
"09100","09101","00562","K01858"
"09100","09101","00562","K23992"
"09100","09101","00562","K07281"
"09100","09101","00562","K07291"
"09100","09101","00562","K27681"
"09100","09101","00562","K00922"
"09100","09101","00562","K21289"
"09100","09101","00562","K01110"
"09100","09101","00562","K03084"
"09100","09101","00562","K15909"
"09100","09101","00562","K00923"
"09100","09101","00562","K00921"
"09100","09101","00562","K22913"
"09100","09101","00562","K00920"
"09100","09101","00562","K01114"
"09100","09101","00562","K16619"
"09100","09101","00562","K01771"
"09100","09101","00562","K00999"
"09100","09101","00562","K00469"
"09100","09101","00562","K00010"
"09100","09101","00562","K06606"
"09100","09101","00562","K16043"
"09100","09101","00562","K16044"
"09100","09101","00562","K22230"
"09100","09101","00562","K22231"
"09100","09101","00562","K22232"
"09100","09101","00562","K22233"
"09100","09101","00562","K03335"
"09100","09101","00562","K03336"
"09100","09101","00562","K03337"
"09100","09101","00562","K03338"
"09100","09101","00562","K03339"
"09100","09101","00562","K00140"
"09100","09101","00562","K01803"
"09100","09102","00190","K00330"
"09100","09102","00190","K00331"
"09100","09102","00190","K00332"
"09100","09102","00190","K00333"
"09100","09102","00190","K13378"
"09100","09102","00190","K13380"
"09100","09102","00190","K00334"
"09100","09102","00190","K00335"
"09100","09102","00190","K00336"
"09100","09102","00190","K00337"
"09100","09102","00190","K00338"
"09100","09102","00190","K00339"
"09100","09102","00190","K00340"
"09100","09102","00190","K00341"
"09100","09102","00190","K00342"
"09100","09102","00190","K15863"
"09100","09102","00190","K00343"
"09100","09102","00190","K05572"
"09100","09102","00190","K05573"
"09100","09102","00190","K05574"
"09100","09102","00190","K05575"
"09100","09102","00190","K05576"
"09100","09102","00190","K05577"
"09100","09102","00190","K05578"
"09100","09102","00190","K05579"
"09100","09102","00190","K05580"
"09100","09102","00190","K05581"
"09100","09102","00190","K05582"
"09100","09102","00190","K05583"
"09100","09102","00190","K05584"
"09100","09102","00190","K05585"
"09100","09102","00190","K05586"
"09100","09102","00190","K05587"
"09100","09102","00190","K05588"
"09100","09102","00190","K03878"
"09100","09102","00190","K03879"
"09100","09102","00190","K03880"
"09100","09102","00190","K03881"
"09100","09102","00190","K03882"
"09100","09102","00190","K03883"
"09100","09102","00190","K03884"
"09100","09102","00190","K03934"
"09100","09102","00190","K03935"
"09100","09102","00190","K03936"
"09100","09102","00190","K03937"
"09100","09102","00190","K03938"
"09100","09102","00190","K03939"
"09100","09102","00190","K03940"
"09100","09102","00190","K03941"
"09100","09102","00190","K03942"
"09100","09102","00190","K03943"
"09100","09102","00190","K03944"
"09100","09102","00190","K03945"
"09100","09102","00190","K03946"
"09100","09102","00190","K03947"
"09100","09102","00190","K03948"
"09100","09102","00190","K03949"
"09100","09102","00190","K03950"
"09100","09102","00190","K03951"
"09100","09102","00190","K03952"
"09100","09102","00190","K03953"
"09100","09102","00190","K03954"
"09100","09102","00190","K03955"
"09100","09102","00190","K03956"
"09100","09102","00190","K11352"
"09100","09102","00190","K11353"
"09100","09102","00190","K03957"
"09100","09102","00190","K03958"
"09100","09102","00190","K03959"
"09100","09102","00190","K03960"
"09100","09102","00190","K03961"
"09100","09102","00190","K03962"
"09100","09102","00190","K03963"
"09100","09102","00190","K03964"
"09100","09102","00190","K03965"
"09100","09102","00190","K03966"
"09100","09102","00190","K11351"
