,2a,2b,2c,3a,3b,3c,4a,4b,5a,5b,5c,7a,7b,7c
K25633,1067,1612,2129,2707,2284,2263,5815,4998,2386,2736,3972,1609,2385,3107
K17302,1499,1478,2334,2053,1968,2708,3133,3049,1668,1564,2691,2330,2456,3789
K00981,801,1010,1344,1674,1281,1662,2129,1933,926,992,1884,1433,1503,2140
K12492,100,137,179,247,236,218,520,521,223,284,448,249,322,399
K00987,243,345,436,509,401,527,671,650,338,334,566,311,310,455
K03020,386,629,841,736,567,871,504,519,223,285,380,243,264,361
K02976,4550,7222,8912,10703,7423,10212,15927,14830,6127,6855,12351,7105,7667,10265
K14857,2752,2865,4277,4423,4160,5775,8466,7917,4870,4076,7803,4848,4980,8554
K10636,43,49,65,59,54,70,133,103,53,50,98,46,44,90
K14802,1633,1635,2566,3961,3430,5436,12149,11746,6935,5114,9022,8626,8324,15794
K03514,1263,2237,2683,3601,2515,3525,5102,4676,2301,2262,4232,2708,2416,3772
K14685,20,56,76,105,106,97,147,113,93,61,127,69,29,117
K02318,22,43,67,50,74,92,113,136,120,76,121,78,44,139
K14292,69,59,84,58,92,112,172,148,130,97,166,88,82,235
K09515,107,145,203,149,165,176,270,267,101,117,171,200,196,308
K11996,94,112,143,132,171,162,272,228,190,138,258,150,109,292
K08735,312,333,479,557,574,671,704,656,398,360,560,265,199,425
K06631,5548,7042,9908,11850,9209,13013,17855,17304,8882,8743,14963,11248,10590,16667
K19683,8629,10245,13146,15657,11912,17739,23501,22394,10694,10361,20242,12449,12454,19186
K14809,278,454,640,663,497,718,1088,1053,477,468,792,700,609,978
K11664,303,360,512,652,513,679,1300,1197,502,499,916,419,596,850
K23978,87,85,157,178,204,184,349,284,193,176,306,177,117,357
K01726,1332,1689,2269,2824,2468,3031,4148,4026,1878,2104,3392,1837,2044,3236
K06641,13709,14436,20692,23954,17470,23740,41543,39141,15340,14962,28608,26305,27833,38774
K12350,76,94,72,100,115,143,257,224,172,113,246,146,113,259
K17199,61,54,48,140,106,131,347,264,96,129,205,93,84,168
K12349,886,1055,1281,1252,1242,1647,2431,2217,1107,1152,2036,1703,1787,2695
K25473,2913,3161,4578,5044,4314,5583,8921,8417,3807,3848,7123,5032,5089,8159
K06695,998,1225,1576,1986,1729,1938,3869,3098,1509,1744,2807,1590,1626,2852
K01597,1233,1513,2067,2641,2363,3016,5141,5030,2071,1969,3558,2562,2604,4469
K08957,179,329,395,524,394,545,988,967,409,429,787,623,561,722
K00889,1796,2150,3121,3378,2762,3742,5883,5659,2595,2567,4686,3369,3209,5579
K06067,351,386,522,610,520,716,958,849,512,432,724,476,408,677
K09578,478,782,908,916,606,816,1123,1097,516,577,915,339,337,582
K06173,284,296,428,360,289,470,445,417,207,220,352,176,153,292
K11252,5536,7564,8946,14969,11006,13143,22122,20748,8144,9036,19027,10125,9641,14094
K14775,1624,1830,2652,2879,2624,3200,5201,4804,2162,2347,4147,2286,2419,3975
K01613,420,378,522,1000,737,766,1786,1643,934,914,1309,435,591,936
K22068,622,1418,1941,2188,1844,2226,6226,4947,2747,3356,3622,2209,2450,3507
K05768,2186,2573,3476,4057,3580,4848,6266,6076,3453,3297,5065,2660,2762,4727
K03233,14574,19401,27338,29900,22804,32950,42150,40488,20066,20635,35465,23286,22837,31433
K12883,1027,1283,1632,2113,1740,2269,2854,2922,1568,1614,2390,944,835,1590
K07972,657,923,1207,2103,1545,2003,4270,4204,1742,1807,3030,2040,2229,3272
K23730,9539,10718,15196,18087,14261,20819,29224,27200,13208,13608,24000,15739,15620,23239
K07019,46,76,128,117,119,152,194,166,109,111,197,111,79,181
K15033,92,209,241,265,162,248,411,383,178,187,292,167,197,249
K25471,3461,5073,6849,7794,6270,8893,11305,10236,5701,5904,9127,6476,6108,9092
K03113,432,667,915,898,835,899,1745,1510,653,871,1183,462,600,1000
K01488,239,301,419,437,399,503,838,773,387,376,650,323,342,578
K13806,788,923,1135,1311,1302,1679,2782,2703,1518,1411,2111,1036,1111,2003
K21768,44,43,63,47,51,73,75,85,80,57,113,50,38,92
K24925,72,94,109,131,225,192,320,290,238,232,394,102,59,266
K16781,698,1062,1438,1607,1332,1806,2624,2509,1333,1353,2176,1422,1412,2398
K11323,616,720,842,1134,1079,1235,1584,1374,743,863,1365,558,521,950
K02910,4209,6820,9435,10265,8190,9662,17402,14846,6286,7754,12369,6155,7426,10325
K07485,0,2,0,0,0,0,9,5,2,10,7,5,3,8
K03231,58166,81023,117154,120837,95758,136749,189570,174964,88802,103721,161492,77303,81280,115072
K01158,106,241,308,404,361,417,933,797,476,438,729,321,292,654
K11699,3120,3427,4795,4934,4037,5931,8611,8042,4053,3453,6470,5461,5154,9332
K26236,33,70,60,86,62,78,163,122,85,63,105,48,45,120
K13025,3201,4128,5685,7366,6141,6913,14500,12553,4883,5807,10249,5882,6541,10378
K03657,771,1113,1503,1634,1688,2154,2945,2817,1897,1580,2572,1514,1325,2832
K11251,78,412,483,643,427,640,770,627,619,639,607,470,394,533
K01672,20722,30788,41661,59327,40621,60201,111667,100836,56495,60576,89565,34163,38259,46263
K11128,1700,2088,2930,3758,2920,3615,4707,4190,2094,2825,3936,1476,1775,2497
K12581,3080,4150,5508,7284,5713,7368,14190,12520,6020,6823,9936,6622,6745,9660
K02996,791,959,1161,1443,1372,1612,3000,2823,1303,1271,2348,1186,1295,2346
K10418,6592,9911,11925,15585,12698,14615,21464,20903,9464,9945,16992,7682,9926,14182
K03021,590,724,805,1128,869,1170,1590,1471,831,847,1310,693,670,1100
K16755,131,156,249,292,403,410,692,695,512,479,814,310,192,650
K01834,4387,6211,7866,10886,8598,10652,17957,16233,7715,8518,14167,7053,7422,10760
K14012,1128,2300,3040,3533,2537,3213,6878,6158,3216,3852,4789,3413,3243,4282
K06943,4572,5446,7483,9304,6899,10105,14142,13131,6603,6560,11143,7126,6854,11029
K03857,50,38,59,76,102,85,137,122,107,88,159,94,28,152
K14457,67,91,115,160,125,159,332,275,122,131,229,115,135,241
K13750,269,875,1177,1382,833,1305,2124,1674,1235,1257,1383,1233,1169,1395
K25829,278,435,471,393,382,473,652,676,248,291,493,252,379,460
K10901,753,845,1218,1271,1075,1497,2373,2080,979,928,1699,981,959,1707
K10401,17,33,22,35,24,31,56,58,17,27,41,45,33,34
K19406,996,1195,1482,2355,2113,2490,3345,3120,2219,1995,3161,1344,1510,2571
K08073,127,201,257,355,337,459,668,572,416,397,661,191,173,435
K03094,432,573,823,971,757,859,1604,1497,624,740,1094,666,757,1076
K01869,5257,6185,8762,10577,8408,12469,10588,10024,5752,5121,8492,3763,4144,6269
K02947,8107,12784,16532,19401,14322,18400,26908,24950,11148,12318,21690,11619,12398,18137
K13280,2980,3529,4631,6044,4510,5782,8313,7590,3644,3689,6561,4590,4543,7789
K12968,59,75,118,86,99,110,213,180,108,114,183,148,105,236
K10753,3805,4855,6589,7547,6398,7508,15158,12799,5636,6100,10656,5781,6449,10179
K20182,272,354,498,513,401,598,722,716,357,352,637,409,465,680
K06948,215,238,323,320,338,492,855,691,446,469,655,573,376,908
K01081,432,461,639,768,695,795,1062,1105,571,578,964,374,394,723
K03263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K06655,12,27,15,45,34,70,57,42,43,50,66,16,4,42
K17301,2522,2776,3936,4227,3637,5324,7133,6598,4055,3452,6437,4207,4206,7193
K10691,85,129,173,259,448,370,987,897,610,612,1124,597,236,1089
K20028,1409,1828,2348,3072,2226,3194,4081,3878,1688,1709,3215,1765,1784,2783
K07025,9,43,53,36,39,54,85,78,43,40,59,30,45,91
K14208,342,562,673,991,839,937,2395,1860,1079,965,1734,1202,1096,2307
K25552,9246,10278,14193,14771,11831,20437,16037,15398,10154,7565,15120,9349,9029,15828
K24729,13629,17168,23294,27306,21881,31639,43780,39520,20830,20144,36047,27424,25665,39317
K02980,2432,4445,5808,5903,4936,5191,8632,7734,3930,4119,6507,2773,3669,5635
K03979,72,101,176,146,154,169,298,263,154,137,243,104,133,170
K01128,70,69,113,151,139,135,223,218,130,114,194,93,97,196
K24523,4198,4540,7786,5864,6042,7408,10406,10116,4823,4610,9689,7742,8358,12204
K02358,415,677,881,1219,997,1329,1490,1234,559,658,1109,534,537,762
K19750,286,317,387,426,444,536,823,820,532,468,823,641,555,1257
K24723,1653,2662,3314,4305,2993,4365,6364,5613,2792,3170,5233,3964,3129,4711
K15113,858,975,1341,1591,1478,1830,3602,3266,1546,1797,2712,2168,2211,3592
K10419,899,1481,1823,2479,1881,2307,3499,3165,1446,1600,2642,1495,1675,2060
K09495,6225,8747,12286,12559,9752,14461,16580,15177,8712,9192,13782,7963,7994,11893
K00921,920,1111,1457,1631,1400,1939,2546,2410,1359,1183,2155,1567,1519,2738
K13412,641,871,1114,1443,1176,1507,1950,1834,878,916,1591,1494,1798,2197
K02541,3333,3856,5483,5624,4823,6943,7146,6462,3904,3621,6000,3600,3462,5658
K02211,875,942,1433,1667,1404,1988,2701,2576,1318,1185,2360,1474,1523,2487
K04807,117,142,196,226,273,266,530,408,309,234,486,445,368,872
K25615,6798,7295,10289,10640,9500,14187,16075,15325,8198,7356,13539,10249,10036,16822
K00845,75,107,122,148,131,197,395,314,165,154,284,238,161,464
K06174,2653,3121,4722,4828,3837,5843,6680,6379,3232,3044,5526,4655,4580,6536
K16729,2233,2497,3532,4066,3474,4312,6641,6215,2907,3196,5275,2888,3407,4580
K12405,348,424,553,643,520,717,973,970,461,482,791,570,596,943
K11308,1464,1709,2243,2820,2093,2897,4981,4439,1962,2056,3786,2597,2634,3888
K03868,476,606,830,1263,851,1142,1406,1331,670,737,1252,428,434,689
K13979,3219,4496,7962,10323,8607,10559,36030,30736,13355,13660,19312,14356,16911,20724
K04366,1540,1664,2408,2588,2198,3041,4275,4157,2106,1858,3527,2290,2471,4141
K22866,1237,1897,2536,3211,2649,3263,4205,3723,1459,2167,3242,1488,1782,2393
K12619,580,731,932,988,840,1224,1841,1679,1018,859,1454,1100,1051,1976
K10956,4245,5219,7089,9262,6857,9121,12760,10601,5133,5633,9763,7021,6168,9736
K12591,1162,1562,1928,2157,1908,2420,4090,3741,1762,1669,3156,2152,1964,3677
K24735,4510,5730,7610,8853,7366,10231,13713,12862,6110,6577,11251,8040,7944,11729
K02136,2367,3301,4242,6682,5605,6982,7990,7969,4105,4581,7308,3009,3129,4961
K01870,4955,6134,8926,8305,7381,11706,11748,11375,6664,5680,9537,7263,6794,10887
K16473,1665,2292,2964,3185,2664,3027,6062,5404,2204,2627,4315,1941,2531,3474
K15338,214,213,288,280,353,392,792,674,331,397,634,542,365,1009
K02966,11867,12997,17271,19437,15075,20264,27081,24677,10437,11649,21742,10802,12201,17861
K07342,547,1029,1278,1467,1184,1377,1818,1885,887,921,1577,842,943,1500
K08286,0,15,16,11,20,27,47,33,37,29,44,28,15,75
K10949,2314,3295,4666,5523,4262,5201,8723,7855,3545,3818,6394,4459,4881,7164
K10406,3620,4425,6791,7119,4900,8147,6870,6979,3778,3740,6748,3467,3146,4550
K05642,641,650,926,896,796,1202,2019,1899,988,837,1500,1343,1191,2321
K15013,302,338,488,526,564,718,848,804,458,441,787,418,437,712
K12739,3455,4241,5601,6859,5354,7194,10190,9416,4084,4574,8060,5440,5963,8126
K02350,305,375,525,522,518,811,1019,894,571,417,767,595,525,1191
K14820,503,767,979,1240,909,1174,1566,1510,775,838,1312,690,826,1206
K10576,2388,3032,4116,5758,4893,5794,13871,13009,5668,5843,10850,5279,5242,8237
K02359,5295,7155,8765,12942,9082,11823,27413,24351,10949,11215,20802,16331,14474,23700
K10746,1752,1787,2454,2133,1815,2653,2562,2481,1148,1116,2038,1117,1281,1924
K18079,6,39,53,91,40,55,93,116,76,55,99,95,76,115
K22282,83,160,181,232,192,216,366,324,151,203,235,126,85,233
K04532,1102,1441,2280,2128,2145,2854,3274,3129,1620,1555,2622,1633,1833,2649
K01409,339,492,650,660,636,786,1201,1102,549,481,849,640,709,1035
K10756,804,842,1411,1396,1157,1617,1582,1477,776,819,1235,594,518,982
K05015,892,1328,1755,1813,1266,1943,2615,2467,1353,1254,1941,2435,2370,3514
K13348,129,114,202,163,222,245,374,316,147,190,277,182,202,338
K15523,118,104,131,224,150,178,286,215,129,133,206,93,97,160
K26544,1276,1841,2546,3803,2714,3617,5856,5724,2741,3077,5039,3007,3000,4257
K19496,722,961,1200,1446,1360,1776,2630,2335,1482,1304,2397,957,815,1904
K07565,593,972,1193,1179,998,1269,1885,1804,863,889,1530,912,782,1547
K00968,1359,1476,2193,2758,2390,3273,5194,4964,2432,2269,3770,2488,2963,4549
K08360,456,567,868,931,891,983,1918,1658,717,942,1400,654,649,1312
K01522,41,78,112,96,176,186,310,270,131,182,299,153,69,280
K22684,253,289,463,540,484,578,806,769,370,473,610,381,363,584
K01279,3010,3613,4943,8422,6360,8091,9994,9136,4756,5325,8234,3008,3281,5647
K25647,9027,10609,14709,19378,16189,20235,31757,28600,11327,14008,23277,14026,15854,21648
K01507,1217,1367,1955,3007,2445,3203,4665,4231,1842,2227,3695,1284,1466,2365
K20879,1016,1110,1446,1517,1234,1923,2205,2066,1297,1080,1883,1183,1186,2224
K14808,6689,10825,14850,17126,14268,17607,29085,25511,11645,13632,20864,11568,13185,18005
K00809,797,951,1408,1075,911,1306,854,830,338,409,675,574,610,805
K14293,5004,5972,8237,8992,7109,10629,12496,12260,6665,5919,11250,10044,9319,13972
K02875,8632,10953,14892,14875,11400,15010,21142,18832,7739,9627,16530,7382,8960,11954
K14855,1003,1361,1883,2055,1575,2221,2928,2576,1309,1302,2493,1548,1493,2474
K14539,4233,4448,6251,8503,6913,8817,14147,13934,7145,6852,12736,7342,7400,12278
K01275,5989,7554,10320,12810,9916,12943,25259,20817,9978,10944,17893,13415,13647,19842
K07404,393,540,644,988,820,991,1186,1158,672,745,1090,328,445,732
K14403,635,674,1034,953,840,1221,1355,1274,763,653,1218,867,849,1178
K04409,0,3,0,3,3,3,4,2,6,1,3,2,1,4
K06236,2286,2565,3520,3697,3203,4346,7426,6170,3208,2810,5301,3736,3722,6523
K02156,4,40,67,177,99,252,342,250,592,755,594,27,32,83
K12402,610,894,1380,1527,1199,1655,2054,1961,1019,1024,1682,1102,1244,1767
K19674,7381,7963,11479,11725,9481,15097,15349,15423,8629,7327,13931,10645,10662,16403
K17680,317,423,545,485,450,697,585,476,314,272,493,267,251,481
K14791,1418,2404,2975,3505,2279,3281,4487,4994,2571,2180,3849,3283,3737,4043
K08850,770,903,1168,1125,1057,1583,1917,1780,912,965,1688,1345,1390,2142
K03687,506,761,940,1017,910,1183,2243,2018,813,861,1581,928,923,1522
K04567,4518,5790,8039,8977,6950,10947,10882,10671,5815,5931,9259,6240,5804,8743
K06238,133,177,257,203,203,274,454,465,460,271,437,425,356,852
K00604,17,58,47,71,48,74,128,131,72,53,92,76,44,110
K15429,25,30,44,36,36,47,50,70,39,43,46,55,33,133
K06874,609,672,1054,837,874,1204,1391,1470,674,652,1147,773,777,1200
K01634,1454,1682,2191,2195,2210,2732,4525,4366,2338,2100,3693,2967,2926,4725
K12604,5524,6593,8749,10101,7735,12011,15957,14545,8500,7570,13033,10602,9164,15551
K15334,266,273,422,386,327,502,605,636,427,248,634,482,573,885
K07880,275,294,400,488,387,472,984,792,355,385,634,380,377,630
K10523,817,1088,1501,1778,1610,2185,3333,3437,1712,1796,2994,1663,1753,2624
K16538,9151,10823,13377,18127,13838,19967,30690,26938,12893,14055,25636,11028,11115,18618
K00423,0,0,0,0,0,0,0,1,2,1,0,0,2,2
K01011,3382,3541,5583,5964,5118,6087,13103,11788,5334,5536,9114,6598,7791,11422
K04718,827,1122,1310,1705,1627,2140,2657,2856,1720,1507,2639,1789,1277,3297
K16742,4607,4960,7156,5780,4915,5877,11665,10689,5019,4771,8191,7319,8261,11601
K24722,6109,7281,10110,12043,9576,13555,19477,17957,7925,8740,16271,11095,10377,15897
K04798,1865,2273,3322,3706,3245,3424,9454,7572,3678,4241,6739,2691,3515,5374
K09550,1011,1280,1726,2033,1585,1962,1875,1815,1117,1206,1832,515,661,1036
K02728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K06902,305,421,506,505,470,558,981,946,391,361,836,548,486,929
K01872,6285,7634,11432,12390,10560,15769,16635,15928,9403,8596,13833,12260,11597,16898
K24887,1209,1254,1947,1820,1879,2544,2600,2285,1153,1134,2016,1873,1842,2777
K15110,135,153,221,218,238,327,400,343,207,230,317,136,111,236
K22762,2673,3020,4448,4686,4482,5742,6505,6570,2946,3411,5777,3050,3343,5007
K16675,835,1157,1531,1784,1329,1903,2687,2386,1240,1200,1975,1429,1503,2159
K11292,6693,8174,11324,12121,10292,15580,19245,17386,9232,8366,14877,10082,9685,16942
K11982,173,181,219,254,236,275,294,222,145,175,292,97,79,194
K17919,10071,11123,15334,22957,18344,22497,53026,50116,27406,23724,44460,26955,27903,44908
K15498,852,1338,1952,2238,1625,2246,3504,3270,1533,1815,2684,1692,1801,2362
K06997,18,21,55,47,63,69,71,82,75,55,77,52,33,97
K19673,5171,5859,7789,8506,6790,10076,13086,13347,7144,5703,10764,9210,9192,14469
K10356,157,249,292,345,405,402,1308,1072,617,583,1109,602,289,1236
K08143,3297,4363,5291,6536,5241,6947,9118,8473,4375,4471,7646,5173,5123,8062
K00382,3077,4453,6368,8329,6749,8668,11411,10467,5533,6752,9701,5980,6128,8508
K09291,446,506,697,834,745,854,1088,842,550,551,876,404,557,779
K04802,1827,2959,3319,4846,3638,4842,7628,6667,3086,3475,5855,3519,3546,5176
K01836,224,438,468,637,515,644,808,978,568,526,855,545,564,899
K07562,1146,1369,1849,2854,2182,3181,4547,4798,2933,2443,4540,2569,2648,3983
K08869,1427,1728,2396,2781,2640,3778,7652,7392,2600,2866,4628,3594,3411,5420
K25877,535,632,825,1118,1061,1129,1719,1495,761,809,1310,555,533,997
K03942,1492,2031,2940,3157,2771,3594,4832,4698,2769,2979,3921,2738,2806,4056
K14016,1287,1532,2141,2735,2577,2946,5039,5062,1963,2251,3892,2309,2519,3965
K12172,2239,3452,4345,4923,3747,4785,5838,5817,2817,2883,4855,3077,3493,4762
K01256,1608,1856,2712,2945,2811,3764,3412,3534,1820,1741,2895,997,1006,1891
K14617,324,353,429,419,367,481,731,612,297,275,516,364,313,653
K21396,8455,10626,14075,20105,15248,20030,41046,36324,17007,17499,31823,22348,21348,32819
K01647,261,306,509,430,452,637,734,730,455,361,531,472,503,861
K03469,9,11,12,13,7,6,19,21,8,15,13,15,13,39
K00914,319,391,509,565,514,651,809,768,476,433,707,438,419,765
K12196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K03939,1093,1909,2613,3134,2461,3173,4320,4182,2252,2761,3613,2249,2347,2929
K01881,3426,3939,5818,6035,5276,7482,8062,8003,3843,3798,6568,5031,4753,7595
K06027,357,286,690,394,447,718,738,779,328,372,589,609,529,851
K14852,1722,1865,2673,3546,2558,3342,6703,6076,2490,2947,5075,3017,2944,4262
K03955,391,497,705,907,845,941,1337,1221,630,884,1158,460,509,895
K24158,4728,5691,7711,9913,8104,9975,16589,14818,7529,7551,14211,7609,8388,11495
K01875,2980,4046,5417,5910,4680,7063,6215,6180,2994,3328,5258,2501,2798,4096
K04774,19,47,118,80,83,116,108,157,48,61,103,140,165,192
K11827,549,664,988,1178,903,1130,1658,1486,738,930,1282,615,744,1085
K10592,163,221,273,297,268,313,513,437,236,227,435,262,221,352
K20196,5598,7502,9981,12818,10223,12707,22062,20887,10222,10160,17012,10381,11240,17447
K26157,10359,12671,16956,19089,14700,21839,35449,30886,14075,14381,25441,17459,17771,27390
K04613,549,725,901,1491,1199,1213,2438,2232,1002,1069,1981,1101,1101,1954
K03648,358,373,556,739,613,748,1226,1189,606,573,986,520,541,798
K07566,108,150,189,180,180,228,220,231,133,123,201,139,107,219
K02726,998,1988,2669,3517,2619,3124,3611,3390,2392,2704,2967,1654,1980,2552
K01899,3400,4524,6267,9115,8039,9563,11165,10594,5376,6307,9500,3212,3356,5887
K10580,58,77,88,66,99,104,151,149,70,60,117,84,61,142
K08582,880,1142,1588,1989,1509,2107,3318,2922,1698,1541,2716,1876,1847,2854
K15171,465,545,699,948,676,898,1631,1360,735,812,1403,547,606,1103
K02920,8333,11159,15879,15262,12970,14851,20329,17290,7471,9058,14463,6485,8850,12102
K14574,154,192,220,248,266,287,417,466,214,215,306,211,177,396
K20069,794,943,1172,1669,1296,1469,2799,2533,1018,1188,2204,1218,1277,1985
K18533,11137,12899,17649,18031,15380,26459,24811,23980,15574,11960,21728,13703,13301,23936
K23047,814,1018,1435,1658,1413,1861,2539,2552,1106,1227,2120,1195,1173,2010
K02987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K05646,23,28,33,22,26,29,105,104,28,19,47,66,52,96
K16466,6395,7264,9649,11197,8562,10297,25674,22842,8195,10154,16858,8197,10734,14626
K07304,449,750,1043,1553,1110,1429,4007,4025,1498,1384,2338,1454,1586,2404
K15333,586,733,841,833,695,1003,1096,1025,426,497,818,397,305,678
K05733,2058,2487,3425,3946,3270,4315,6819,6567,3033,3119,5350,4312,4113,6062
K02115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19754,5730,6527,8992,10537,8937,12086,17629,16638,7495,7487,14233,9608,9167,14537
K10686,1871,1598,2678,2964,2981,3681,4754,4936,2460,2487,3923,2848,2976,4292
K19477,1494,1716,2468,2406,2044,2979,4293,3931,1853,1781,3290,2633,2626,4322
K14376,2705,3985,5483,5672,4739,6800,9336,9029,4922,4687,7224,6289,5836,8560
K06252,392,473,618,679,531,734,1448,1139,451,477,781,697,765,1016
K03243,610,804,1182,1250,1078,1654,2533,2466,1177,1255,2058,1469,1445,2161
K09538,645,1058,1367,1489,1424,1574,2852,2601,1415,1626,2367,1546,1282,2593
K23010,21,20,39,58,42,65,84,87,35,54,90,35,33,104
K10685,1486,1848,2328,3553,2889,3804,3417,3592,1981,1964,3215,942,1098,1856
K02977,2,21,12,16,26,37,25,22,23,35,34,19,7,26
K19953,103,122,213,161,170,175,257,278,134,160,251,183,221,335
K25639,2459,4766,5470,8079,5276,7494,9879,9253,4382,5159,7562,4172,4075,5895
K26598,1636,3251,4998,6341,4093,6866,11668,8552,4619,6376,6294,6319,6039,7116
K11883,797,1147,1466,1844,1538,1941,3321,3020,1620,1603,2859,1162,1158,2155
K02219,4178,5567,7358,8266,5223,8160,12102,11090,4894,4784,9334,5317,5983,8313
K03265,1672,2376,3454,4316,3487,4484,12437,11271,6417,6230,9424,5158,5411,8067
K04908,568,695,886,871,851,1118,2073,1830,1014,825,1597,1131,1035,2149
K03152,146,108,160,174,135,155,275,264,94,136,186,80,106,167
K03665,213,248,341,356,344,362,652,636,299,321,550,480,437,776
K01365,4106,4535,6419,7259,5805,8440,11958,10653,5199,5217,9490,6572,6313,10153
K03125,2552,2779,4001,4071,3796,5621,7414,7061,3728,3297,5933,4544,4131,7528
K08863,3455,3938,4980,5157,4343,5547,6162,5353,2514,2583,5453,3870,4102,6001
K08150,254,452,610,562,487,608,1479,1331,782,782,1053,762,804,1102
K11420,0,3,2,2,1,0,2,4,2,0,4,0,2,1
K14996,2251,2955,3614,5370,3761,4917,9228,7846,3588,3918,7066,4092,4123,6162
K13998,271,458,531,567,532,652,1065,994,501,478,756,666,527,994
K18183,68,129,210,169,162,210,409,337,151,244,283,145,227,284
K01890,2277,2950,3864,4320,3568,4930,5951,5647,2900,3189,5192,1911,1909,3222
K03320,815,1023,1195,1631,1167,1471,2407,1967,1099,1079,2012,1177,1053,1699
K10614,0,8,5,5,9,7,12,25,5,1,3,10,16,7
K01187,1440,1768,2333,2519,2235,2936,4236,3834,1961,2095,3607,2315,2288,4044
K02886,1756,2954,3116,4935,4038,4716,7500,7056,3274,3595,5982,2536,2908,4405
K24761,1739,2207,2907,3222,2552,3665,6109,5445,2330,2563,4974,2898,2852,4648
K07407,2438,2850,4009,5447,4022,5933,6384,6180,3417,3661,5952,2561,2612,4301
K04442,108,90,145,152,104,166,197,204,90,68,169,146,118,162
K06990,293,441,644,819,730,839,1268,1157,554,706,1045,344,371,665
K06269,5406,7935,10549,12840,9914,12569,20649,19551,9062,10463,15067,11570,11773,16857
K03106,2130,2660,3924,4023,3309,4699,6695,6517,2895,3038,5069,3860,4146,5995
K13304,1015,1358,1945,2427,1839,2549,3764,3476,1594,1683,2913,2257,2138,2815
K26163,5140,7143,9228,13539,10658,12847,22754,20857,8411,9922,17180,8554,8946,13746
K01265,671,925,1150,1600,1120,1762,1741,1665,891,948,1735,621,626,933
K04962,1959,2364,3316,3265,2893,4166,4994,4551,2311,2136,4102,3314,3357,5733
K07897,3567,4238,5834,6707,5630,6717,10117,9350,3925,4651,7880,4505,4951,7440
K19306,670,789,1021,1376,981,1385,1987,1803,1000,912,1551,1123,1093,1737
K13289,775,851,1087,1361,1181,1496,2134,2198,1077,1095,1848,1578,1563,2445
K02154,10692,13448,17390,23263,17668,23873,35683,31381,15177,16504,29314,22223,20224,31529
K03661,3436,3918,5486,6725,5617,6029,10030,8656,3931,4768,7416,4042,4865,7291
K08864,226,218,265,300,267,321,540,487,207,231,457,481,517,621
K01192,1404,1817,2311,2506,2449,3109,5008,4566,2331,2293,4082,2007,1958,3773
K11584,4516,4995,7131,8693,6642,9526,12382,11866,5618,5617,10211,6913,7028,10412
K17499,238,301,520,603,517,678,1104,952,576,518,923,597,677,948
K24821,4806,5253,8152,9834,7712,10162,40235,37858,14878,14363,26955,21095,21399,33250
K25549,2248,2635,3695,4762,4025,5443,7549,6864,2897,3445,6122,3337,3474,5574
K01304,42,33,67,69,102,106,179,191,81,104,165,104,40,193
K10747,1127,1340,1702,2244,1770,2540,2804,2792,1395,1553,2612,1318,1174,1991
K04043,6285,7119,9608,11608,9531,14039,13732,13966,6997,5837,11072,10026,10373,14876
K22470,2020,2246,3268,3965,3395,4413,5851,5787,2710,2875,4859,3017,3180,4777
K13539,9,15,14,13,11,13,29,29,13,14,23,13,18,14
K15409,5094,6422,8862,9568,7923,11857,16234,14681,7342,7464,12707,8722,8083,13314
K17605,1629,1972,2831,3343,2568,3111,5961,5265,2426,2336,4199,3423,3344,5244
K03555,62,109,113,189,122,125,328,265,67,147,231,68,82,32
K11979,144,183,244,227,268,278,249,244,185,170,264,98,99,236
K25388,2520,3179,4442,4671,3779,5667,7790,7299,3542,3455,6108,4396,4532,6711
K05954,404,493,674,709,682,820,1115,1015,502,585,842,463,465,935
K03574,142,234,280,307,313,276,709,536,276,323,464,275,388,597
K05676,291,436,520,562,572,665,893,771,464,467,798,583,420,874
K09493,4856,7801,10714,11314,7927,12278,13841,12466,7227,7754,10469,7494,7340,9653
K00806,93,89,121,91,110,149,186,191,107,93,159,79,63,151
K03511,215,255,313,250,323,400,556,539,344,306,516,389,329,624
K01758,598,707,979,991,847,1162,1338,1321,704,668,1120,771,862,1334
K14538,3571,4307,6040,7193,5456,7781,10951,10540,4716,4940,8816,5630,6162,9364
K08813,1494,1710,2305,2287,1964,2916,3345,3382,2093,1533,2573,2119,2403,3539
K03652,78,109,128,124,127,141,274,221,91,112,189,99,93,142
K24226,7761,10894,14116,18707,13767,20341,30318,27740,13615,13238,23030,16275,14913,23695
K19525,4589,5364,7461,7310,6471,10347,13639,12381,6940,5703,10637,8279,7392,14204
K07953,2131,2411,3329,3937,3527,4397,6843,6343,2608,3053,5330,3280,3326,5124
K00326,772,997,1487,1661,1612,1901,4354,3547,1606,1706,2929,1721,1858,3349
K19951,427,524,705,775,783,1016,2297,2020,1047,1021,1817,1132,943,2192
K15692,561,604,945,976,935,1141,1920,1765,925,1007,1744,1049,999,1693
K24228,7384,8997,12462,14258,11492,16463,25328,23689,11949,11047,19792,15001,14786,23461
K18162,204,270,425,430,371,504,712,574,264,280,511,308,339,476
